,repo_id,repo_name,data_collection_date,event_type,event_datetime,contributor_name,pr_merge_status
206,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-09 13:57:38,mkrack,merged
207,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-09 11:28:14,juerghutter,merged
208,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-28 20:12:02,neutrinoceros,merged
209,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-28 19:52:44,neutrinoceros,merged
210,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-27 14:55:23,neutrinoceros,merged
211,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-26 18:02:12,pre-commit-ci[bot],merged
212,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-26 13:29:34,neutrinoceros,merged
213,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-09 10:06:58,mkrack,merged
214,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-25 21:22:42,neutrinoceros,merged
215,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-09 09:58:33,fstein93,merged
216,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-24 14:35:33,neutrinoceros,merged
217,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-08 16:16:47,fstein93,merged
218,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-08 10:52:48,mkrack,merged
219,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-07 18:02:04,fstein93,not merged
220,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-07 17:17:35,mkrack,merged
221,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-24 12:13:27,neutrinoceros,merged
222,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-07 15:21:20,mkrack,merged
223,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-07 11:46:53,hfp,merged
224,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-23 19:40:16,neutrinoceros,not merged
225,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-23 19:27:09,neutrinoceros,merged
226,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-23 14:10:07,neutrinoceros,merged
227,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-20 15:07:49,meeseeksmachine,merged
228,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-06 10:20:35,fstein93,merged
229,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-03 16:27:03,oschuett,merged
230,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-20 10:16:31,neutrinoceros,merged
231,25978,NNDrone,2023-02-28 16:46:00,pull_request_created,2018-03-21 13:00:36,jatin10805,merged
232,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-19 21:10:49,neutrinoceros,merged
233,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-19 20:09:43,chrishavlin,merged
234,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-19 17:49:18,pre-commit-ci[bot],merged
235,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-17 18:54:48,neutrinoceros,not merged
236,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-17 16:46:18,neutrinoceros,merged
237,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-17 12:44:09,neutrinoceros,merged
238,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-15 08:24:35,neutrinoceros,merged
239,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-15 05:02:38,jzuhone,merged
240,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-13 18:25:45,meeseeksmachine,merged
241,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-03 15:17:46,oschuett,merged
242,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-03 10:37:39,juerghutter,merged
243,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-13 17:29:45,neutrinoceros,merged
244,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-12 17:57:59,pre-commit-ci[bot],merged
245,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-02 17:31:32,fstein93,merged
246,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-02 09:39:01,fstein93,merged
247,25952,yt,2023-02-28 16:46:00,pull_request_created,2022-12-11 12:52:56,neutrinoceros,merged
248,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-01 16:59:43,fstein93,merged
249,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-03-01 12:17:57,juerghutter,merged
250,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-28 16:22:51,juerghutter,merged
251,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-28 14:51:20,oschuett,merged
252,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-28 13:02:07,mkrack,merged
253,26069,Trilinos,2023-02-28 16:46:00,pull_request_created,2019-01-11 21:41:15,krcb,merged
254,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-28 10:58:27,JWilhelm,merged
255,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-28 10:01:43,glb96,merged
256,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-28 09:59:31,oschuett,merged
257,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-27 12:55:50,oschuett,merged
258,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-27 11:29:42,mkrack,not merged
259,25978,NNDrone,2023-02-28 16:46:00,pull_request_created,2018-03-12 10:16:20,heshan007,merged
260,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-26 01:46:46,e-kwsm,not merged
261,25831,cp2k,2023-02-28 16:46:00,pull_request_created,2023-02-25 15:27:44,JWilhelm,not merged
